activity,fall_binary,distance_m,person_binary,floor,max,min,mean,std,median,peak,p2p,energy,rms,crest,shape,impulse,margin
LAF,1,1,AW,H,0.6100000000000012,-0.5999999999999996,0.019258517034068817,0.07143432475791803,0.0200000000000013,0.6100000000000012,1.2100000000000009,0.0054900000000000105,0.050511695445805915,12.076411108680192,31.674297606658673,0.28506867845992806,31.674297442189634
LAF,1,1,AW,H,2.09,-1.7199999999999998,0.02280561122244557,0.14870979355568567,0.0200000000000013,2.09,3.8099999999999996,0.018809999999999997,0.10515370345207688,19.875667060575797,91.6441124780289,0.82479701230226,91.64411207617994
LAF,1,1,AW,H,1.4700000000000006,-1.08,0.02805611222444959,0.1411827152809146,0.0200000000000013,1.4700000000000006,2.5500000000000007,0.013230000000000004,0.09983125536146432,14.724847390504042,52.39499999999873,0.4715549999999885,52.39499981324798
LAF,1,1,AW,H,1.0500000000000007,-0.7199999999999989,0.017635270541082843,0.12126019701450662,0.0200000000000013,1.0500000000000007,1.7699999999999996,0.009450000000000005,0.08574390759697437,12.245768001796222,59.539772727270474,0.5358579545454342,59.539772389652896
LAF,1,1,AW,H,1.620000000000001,-2.369999999999999,0.021923847695391453,0.16100184030859985,0.0200000000000013,2.369999999999999,3.99,0.02132999999999999,0.11384549306572457,20.817688396604034,108.10146252284858,0.9729131627056371,108.10146202977151
SC,0,2,AD,H,0.0400000000000009,-0.0299999999999993,0.0013026052104210832,0.01381557431310254,0.0,0.0400000000000009,0.0700000000000002,0.0003600000000000081,0.009769086282781484,4.094548747153862,30.707692307687307,0.27636923076918574,30.70768995028157
SC,0,2,AD,H,0.0500000000000007,-0.0499999999999989,0.001022044088176624,0.01500861583314632,0.0,0.0500000000000007,0.09999999999999959,0.0004500000000000062,0.010612694031841547,4.711339067157159,48.92156862743868,0.4402941176469481,48.921563840799394
SC,0,2,AD,H,0.0400000000000009,-0.0599999999999987,-0.0017234468937873443,0.014500923365651936,0.0,0.0599999999999987,0.0999999999999996,0.0005399999999999883,0.010253701245318938,5.851545560427768,-34.813953488376,-0.313325581395384,-34.81395550839505
SC,0,2,AD,H,0.0400000000000009,-0.0399999999999991,0.0005611222444892018,0.013901755528355687,0.0,0.0400000000000009,0.08,0.0003600000000000081,0.009830025604497881,4.069165392783746,71.28571428568745,0.641571428571187,71.28570158155706
SC,0,2,AD,H,0.0400000000000009,-0.0399999999999991,0.0008016032064131034,0.014232673445579592,0.0,0.0400000000000009,0.08,0.0003600000000000081,0.010064019907783033,3.974554935952264,49.899999999983834,0.4490999999998545,49.89999377495961
SC,0,2,AD,H,0.0400000000000009,-0.0399999999999991,0.0003206412825653542,0.013822504887139667,0.0,0.0400000000000009,0.08,0.0003600000000000081,0.00977398693868065,4.092495749273053,124.7499999999157,1.1227499999992412,124.74996109352159
SC,0,2,AD,H,0.0500000000000007,-0.0399999999999991,-0.0005010020040077621,0.014860445158852873,0.0,0.0500000000000007,0.0899999999999998,0.0004500000000000062,0.010507921543275667,4.758314933555741,-99.80000000005198,-0.8982000000004677,-99.80001992013597
SC,0,2,AD,H,0.0400000000000009,-0.0499999999999989,0.00024048096192411428,0.014393434907724824,0.0,0.0499999999999989,0.0899999999999998,0.00044999999999999007,0.010177695427819392,4.912703504894681,207.9166666664316,1.8712499999978842,207.91658020778698
SC,0,2,AD,H,0.0400000000000009,-0.0499999999999989,8.016032064151779e-05,0.013984845038015215,0.0,0.0499999999999989,0.0899999999999998,0.00044999999999999007,0.009888778760223598,5.056236084592951,623.7499999981559,5.613749999983403,623.7492218710017
