activity,fall_binary,distance_m,person_binary,floor,max,min,mean,std,median,peak,p2p,energy,rms,crest,shape,impulse,margin,PC1,PC2,PC3,PC4,PC5
SLB,1,3,AW,H,3033.0,-1897.0,4.164,271.60318422906374,0.0,3033.0,4930.0,27.296999999999997,192.05245336023012,15.792560557979668,728.3861671469741,6.555475504322766,728.3861671294817,2337.8274385281275,-1756.3972937980434,796.6041240880769,90.5892540774,14.675181590959511
SLB,1,3,AW,H,7186.0,-6290.0,-5.824,568.9199106671404,0.0,7186.0,13476.0,64.67399999999999,402.2871267847798,17.862863416567766,-1233.85989010989,-11.10473901098901,-1233.859890131076,-329.79581752936065,9511.04210515488,644.8421605489361,-645.202042779277,-148.6345308817659
SLB,1,3,AW,H,4396.0,-2923.0,4.724,332.90720364160484,0.0,4396.0,7319.0,39.564,235.4009412008297,18.674521765185307,930.5673158340388,8.37510584250635,930.5673158143402,2654.811170202694,1469.2048851365216,1027.0908585491957,85.42554191620596,-55.658526319595985
SFB,1,1,AD,H,11221.0,-26535.0,-14.058,1852.6961306542105,-1.0,26535.0,37756.0,238.81499999999997,1310.05399746367,20.254890295646657,-1887.537345283824,-16.987836107554415,-1887.537345297251,-928.019077195828,44685.912968627825,-11160.137330126288,3391.4436346557127,195.59140961885927
SFB,1,1,AD,H,32767.0,-17738.0,41.058,2090.079528512495,0.0,32767.0,50505.0,294.90299999999996,1477.9094078303672,22.171183041661077,798.066150323932,7.182595352915387,798.0661503219882,3048.9137575665923,61474.67210424391,10270.838625806886,3637.920032343443,-498.9132105976889
SFB,1,1,AD,H,5204.0,-8718.0,1.814,763.8429049030576,0.0,8718.0,13922.0,78.46199999999999,540.1184978181832,16.140902478282992,4805.953693495038,43.25358324145534,4805.953693230102,8219.873445160913,10581.37572116802,-2543.7563407001303,306.40769944659667,121.26261613202368
SFB,1,1,AD,H,2782.0,-5479.0,-22.96,630.899452081926,-1.5,5479.0,8261.0,49.31099999999999,446.1132808140072,12.281633915947676,-238.63240418118465,-2.1476916376306616,-238.632404182224,1013.2839526083442,2999.0897893696474,-1943.584353049722,378.0938258891901,291.6388756849444
SFB,1,1,AD,H,17353.0,-32768.0,-2.442,2089.5841007396975,3.0,32768.0,50121.0,294.912,1477.5590874926338,22.177116487169492,-13418.509418509417,-120.76658476658474,-13418.509419058906,-17078.56492304522,61191.91513893504,-11210.571664642717,2550.152586982745,-275.00123428953833
SFB,1,1,AD,H,32767.0,-10669.0,26.094,1795.7232618726248,-3.0,32767.0,43436.0,294.90299999999996,1269.7680956045594,25.80549953446345,1255.7292864259982,11.301563577833983,1255.729286421186,3625.4444461191197,53649.64947914787,15057.575876159553,7638.155795120562,-390.7187855900796
SFB,1,1,AD,H,8296.0,-5876.0,14.094,758.7989805936088,-4.5,8296.0,14172.0,74.66399999999999,536.5519047351802,15.461691453867006,588.6192706116078,5.29757343550447,588.6192706074314,2260.390756193224,10743.762334124975,1679.6379645969025,47.084882375486245,48.01972715508586
SFB,1,1,AD,H,7938.0,-32768.0,-135.552,2224.9027664003365,0.0,32768.0,40706.0,294.912,1573.243833602387,20.828303470904693,-241.73748819641173,-2.175637393767705,-241.73748819659005,1450.2455064708674,50597.11788983419,-18133.194126201197,7051.428009988172,639.1348403597106
SFB,1,1,AD,H,10727.0,-12556.0,-17.998,1303.553989677454,2.0,12556.0,23283.0,113.004,921.7518657437064,13.62188726341152,-697.6330703411489,-6.27869763307034,-697.6330703450251,552.8024254248369,22679.132313581544,-1289.0403876360301,-1070.1267589320057,174.8653116735621
SFB,1,1,AD,H,9529.0,-15056.0,-19.034,1143.2221843410575,-2.0,15056.0,24585.0,135.504,808.380158950459,18.62490046706193,-791.0055689818221,-7.119050120836398,-791.0055689859777,442.3474073574358,25175.047354823444,-4002.1676196848525,358.0903175586835,-35.50186669464972
STC,0,3,AD,H,268.0,-432.0,-0.938,54.51864563103972,0.0,432.0,700.0,3.888,38.55050402681452,11.206079165645004,-460.5543710021322,-4.14498933901919,-460.55437105123184,600.2194094712867,-7543.822924618841,-98.18143073567306,-93.28130998447946,6.8225557812875195
STC,0,3,AD,H,274.0,-410.0,-0.574,48.39641463889447,0.0,410.0,684.0,3.689999999999999,34.22143297627817,11.98079578620236,-714.2857142857143,-6.428571428571428,-714.2857144101544,241.15449732223544,-7567.78150481352,-77.44340807326321,-103.25406400976573,-0.2250293167901951
STC,0,3,AD,H,1551.0,-1536.0,3.9,149.37389034980802,0.0,1551.0,3087.0,13.959,105.62329079856504,14.684261286252893,397.6923076923077,3.579230769230769,397.6923076821105,1843.9030660869792,-4432.1977650877325,33.84505694851037,-325.9950655747447,-26.74717151743765
STC,0,3,AD,H,394.0,-425.0,-0.59,68.98788703181326,0.0,425.0,819.0,3.825,48.78180273992663,8.712265150712616,-720.3389830508474,-6.483050847457627,-720.3389831729388,234.15772683927912,-7410.750326686876,-0.07551026702398644,-156.79292032111516,14.818550391144683
STC,0,3,AD,H,525.0,-771.0,0.448,91.1191345952032,0.0,771.0,1296.0,6.938999999999999,64.43095796811792,11.966297325293697,1720.982142857143,15.488839285714285,1720.982142472995,3692.9504132297798,-6767.490837090148,-160.07075261663147,-103.73205505684665,16.69948473247252
STC,0,3,AD,H,460.0,-1923.0,-3.314,134.8571700601539,0.0,1923.0,2383.0,17.307,95.35841944116224,20.166022164267552,-580.2655401327701,-5.22238986119493,-580.2655401502795,454.03282091571566,-5041.262292709691,-1048.5126023370535,314.6907848013312,24.511965340064066
STC,0,3,AD,H,320.0,-543.0,-0.446,73.35563497349558,0.0,543.0,863.0,4.887,51.870266928003794,10.468425018010548,-1217.4887892376682,-10.957399103139013,-1217.4887895106476,-468.07202133570445,-7304.962238015308,-140.18104635130211,-81.67177408154785,20.76045167385633
STC,0,3,AD,H,583.0,-877.0,-0.746,82.4871246648284,1.0,877.0,1460.0,7.893,58.32720521108027,15.03586528492537,-1175.603217158177,-10.580428954423592,-1175.6032173157646,-401.2000100701739,-6502.203617606807,-191.85285637545635,-95.1421608244838,-3.5627671814700275
STC,0,3,AD,H,763.0,-544.0,-0.89,84.11833145857535,-1.0,763.0,1307.0,6.866999999999999,59.48064259645631,12.827702706181883,-857.3033707865169,-7.715730337078651,-857.3033708828431,47.16455030246084,-6723.50089813353,171.8474914658329,-96.57929709903817,3.7268898699583417
STC,0,3,AD,H,301.0,-283.0,-1.79,42.812097020615624,-2.0,301.0,584.0,2.7089999999999996,30.272724120093695,9.94294397841156,-168.15642458100558,-1.51340782122905,-168.1564245903998,1012.069207574,-7732.416295453028,33.702027214334024,-142.61226348220976,-3.112824888591124
STC,0,2,AD,H,116.0,-49.0,-1.076,7.405126318408294,-1.0,116.0,165.0,1.0439999999999998,5.236215035289477,22.153406462152123,-107.80669144981412,-0.9702602230483268,-107.80669145983332,1092.2417312216453,-8277.452687984427,66.13945934854186,-86.99295848789465,-20.5509669168231
STC,0,2,AD,H,100.0,-726.0,-2.45,33.204586869563016,-1.0,726.0,826.0,6.534,23.479188541965804,30.921000472498243,-296.3265306122449,-2.6669387755102036,-296.32653062433985,834.7008365571128,-7282.823877330051,-437.39306894708466,87.84152649278806,-18.980263230960713
STC,0,2,AD,H,795.0,-509.0,-1.16,46.27670544597862,-1.0,795.0,1304.0,7.154999999999999,32.72257223182392,24.295156088824612,-685.344827586207,-6.168103448275862,-685.3448276452884,290.4684151205407,-6717.374350523656,216.53903355655993,-61.2071096413212,-42.13622660586845
STC,0,2,AD,H,101.0,-27.0,-0.852,6.069577872562655,-1.0,101.0,128.0,0.909,4.291839672628871,23.53303191732106,-118.54460093896714,-1.0669014084507042,-118.54460095288084,1076.6074046223252,-8324.691896762923,70.86266511422983,-80.8608400358575,-19.896632661999273
STC,0,2,AD,H,37.0,-149.0,-1.27,8.283376645868195,-1.0,149.0,186.0,1.341,5.857231797415679,25.438638106441616,-117.32283464566927,-1.0559055118110237,-117.32283465490733,1079.0310188423814,-8240.234119688956,-61.40073612391322,-75.79786022327335,-19.137460131561294
STC,0,2,AD,H,18.0,-33.0,-0.674,5.104491715278093,-1.0,33.0,51.0,0.297,3.609420706383691,9.142741366124364,-48.96142433234421,-0.4406528189910978,-48.96142433960852,1173.8641089532957,-8440.065355783758,9.531698661351376,-105.79958307443708,-16.233351656676746
STC,0,2,AD,H,126.0,-468.0,-1.756,22.30846923478163,-1.0,468.0,594.0,4.212,15.77446987380556,29.668191942040583,-266.5148063781321,-2.398633257403189,-266.5148063933095,873.5266436922625,-7650.253186035992,-229.45945876970424,-11.280880755724255,-23.063939116752522
STC,0,2,AD,H,14.0,-17.0,-1.182,3.6796679078177217,-1.0,17.0,31.0,0.153,2.6019181301324266,6.533641394448784,-14.382402707275803,-0.1294416243654822,-14.38240270849259,1222.495042144077,-8469.548714900717,18.257456207822287,-109.2241134800132,-16.916744262876037
STC,0,2,AD,H,16.0,-31.0,-0.93,3.928863950798981,-1.0,31.0,47.0,0.2789999999999999,2.7781263419693296,11.158599784207452,-33.33333333333333,-0.2999999999999999,-33.33333333691756,1195.9140590638908,-8445.617992955426,9.492925577725112,-105.44887908121827,-17.445814403021092
STC,0,2,AD,H,18.0,-20.0,-0.63,4.604726594927006,-1.0,20.0,38.0,0.18,3.256033400782926,6.142443131938058,-31.746031746031747,-0.2857142857142857,-31.7460317510708,1198.0270923313806,-8460.23976264715,19.030071840467095,-110.17656922578193,-16.235404362760406
FOB,0,3,0,H,96.0,-342.0,-1.188,24.95126825584524,1.0,342.0,438.0,3.078,17.64321098291281,19.38422662015559,-287.8787878787879,-2.590909090909091,-287.8787879030201,841.210828957878,-7876.054085302439,-159.08057687417943,-39.70293710250988,-11.828731551301303
FOB,0,3,0,H,452.0,-118.0,1.022,26.803327269303917,0.0,452.0,570.0,4.068,18.952814470487105,23.848700714284107,442.27005870841487,3.9804305283757335,442.2700586651399,1875.9709103115501,-7691.84476805461,247.09793529173245,15.153380186601936,-20.42732836283778
FOB,0,3,0,H,255.0,-631.0,-1.002,39.06602493995542,0.0,631.0,886.0,5.678999999999999,27.62385114904526,22.842578921940387,-629.7405189620758,-5.667664670658682,-629.7405190249242,363.60097263376827,-7251.918451692086,-253.55959875005732,-18.861775847897476,-19.90348421486755
FOB,0,3,0,H,62.0,-38.0,0.314,13.98580027093326,0.0,62.0,100.0,0.5579999999999999,9.88945421189756,6.269304520911838,197.45222929936307,1.7770700636942671,197.45222923648015,1523.000667706146,-8376.269424457367,36.67394804969864,-104.03493162909095,-8.476355846931366
FOB,0,3,0,H,248.0,-267.0,-0.758,26.72159282389604,0.0,267.0,515.0,2.403,18.89501948988267,14.130707837743431,-352.24274406332455,-3.1701846965699207,-352.24274410979456,750.8407755744151,-7821.690541694775,7.513006935148921,-137.97531137107933,-18.373824886896635
FOB,0,3,0,H,598.0,-1375.0,-2.736,107.01691241615116,0.0,1375.0,1973.0,12.374999999999998,75.67238447110732,18.170433105950195,-502.5584795321637,-4.523026315789473,-502.55847955053207,557.7704070196429,-5730.49570478914,-546.2047637345617,64.77012666883874,3.5403800232530607
FOB,0,3,0,H,156.0,-270.0,0.002,21.921567147729764,1.0,270.0,426.0,2.4299999999999997,15.500888784395958,17.41835605399587,135000.0,1214.9999999999998,134999.99325000032,192161.88338249302,-9749.014247903468,-223.86431964076436,-93.97824944126414,4.042973305427907
FOB,0,3,0,H,597.0,-325.0,0.73,33.69361392368703,0.5,597.0,922.0,5.372999999999999,23.824982888120577,25.057730484149538,817.8082191780823,7.360273972602739,817.8082190660537,2411.3300271296184,-7245.451148572674,204.8727676531623,-40.565408189583835,-33.88904102810947
FOB,0,3,0,H,55.0,-123.0,-0.158,15.586883520311286,0.0,123.0,178.0,1.107,11.021591034776955,11.159913265869893,-778.4810126582279,-7.006329113924051,-778.4810131509374,143.87601531397968,-8250.802913605698,-28.241164536742986,-93.64248178130319,-10.431269558631687
FOB,0,3,0,H,418.0,-276.0,0.2,28.29298474837789,0.0,418.0,694.0,3.762,20.00616137558557,20.89356334544539,2090.0,18.809999999999995,2089.9999989549997,4207.2119305841115,-7591.832925114376,114.97149006894618,-88.37902298752155,-26.83295808089742
FOB,0,3,0,H,134.0,-323.0,-0.354,23.00467592096131,0.5,323.0,457.0,2.9069999999999996,16.266762342710628,19.856440586945748,-912.4293785310734,-8.211864406779661,-912.429378788822,-41.85574094471599,-7854.749303606213,-116.55537991401212,-64.21322815354586,-16.496054915300277
FOB,0,3,0,H,184.0,-133.0,-0.26,16.933809607280676,0.0,184.0,317.0,1.656,11.974011604630071,15.366612800746868,-707.6923076923076,-6.369230769230769,-707.692307964497,245.77711019340097,-8071.713039369469,56.22204929754773,-106.11045638486858,-18.33726167760462
FOB,0,3,0,H,562.0,-620.0,0.638,40.4654155509544,0.0,620.0,1182.0,5.579999999999999,28.613369739611432,21.66819237447912,971.7868338557994,8.746081504702193,971.7868337034816,2631.731537535429,-6950.444550695618,-22.11802909768725,-169.70284726861814,-41.77774492357886
FOB,0,3,0,H,71.0,-73.0,0.258,16.54990134317839,0.0,73.0,144.0,0.6569999999999999,11.70254746772979,6.237958034462173,282.94573643410854,2.5465116279069764,282.9457363244396,1644.3994634874437,-8323.979820981556,18.884750894090203,-118.29283671162531,-8.110631824084708
FOB,0,3,0,H,140.0,-635.0,-0.918,34.88508584522701,0.0,635.0,775.0,5.715,24.66748076343486,25.74239364326471,-691.7211328976034,-6.225490196078431,-691.7211329729544,274.7148928777448,-7372.502491679077,-340.8613240897033,37.80390242982992,-16.124627241519978
FOB,0,3,0,H,257.0,-50.0,0.766,17.504171961910803,1.0,257.0,307.0,2.3129999999999997,12.37731869332256,20.76378627453852,335.509138381201,3.0195822454308088,335.5091383374009,1721.3341840115236,-8065.331202567978,160.8040953968811,-28.487370568202678,-16.202780267015996
FOB,0,3,0,H,49.0,-60.0,-0.228,14.014307604561507,0.0,60.0,109.0,0.5399999999999999,9.909611940819644,6.054727506820745,-263.1578947368421,-2.3684210526315783,-263.15789485226225,871.6822140955828,-8361.006114541335,12.881280527385687,-112.00941613143999,-8.978455236192623
FOB,0,3,0,H,331.0,-83.0,1.438,24.788770083335905,-0.5,331.0,414.0,2.9789999999999996,17.528307423201035,18.883739998870496,230.1808066759388,2.071627260083449,230.1808066599318,1573.8426827386393,-7913.481940988817,188.90521828754137,-16.19403424494601,-13.678872264858349
FOB,0,3,0,H,269.0,-106.0,0.454,21.715224750666152,0.0,269.0,375.0,2.421,15.35498267618599,17.518743307811835,592.5110132158591,5.33259911894273,592.51101308535,2085.5241355563903,-7988.341745996965,130.7457011917629,-55.21586957073702,-15.359067627968237
FOB,0,3,0,H,488.0,-156.0,1.168,34.502530707913316,0.0,488.0,644.0,4.3919999999999995,24.396973431662595,20.00248110147423,417.8082191780822,3.760273972602739,417.808219142311,1842.309203831082,-7593.885616491603,245.92126052634563,8.528989383444426,-15.53164167954854
LSF,1,2,AW,H,14608.0,-9312.0,-7.204,1136.869674015184,-1.0,14608.0,23920.0,131.47199999999998,803.8882558214763,18.17167982516724,-2027.7623542476404,-18.24986118822876,-2027.762354275788,-1308.875473244959,24282.575829744164,3644.1516296030163,759.3023634225577,-75.83063251568797
LSF,1,2,AW,H,12642.0,-15120.0,-12.214,1164.8312822190485,0.0,15120.0,27762.0,136.07999999999998,823.66009859531,18.35708689274376,-1237.9236941215,-11.141313247093498,-1237.923694131635,-153.87428558401962,28726.902259147908,-1763.9594190716957,-1112.2898225618937,-258.6122818891365
LSF,1,2,AW,H,16931.0,-11490.0,7.292,1478.3703489021373,-1.0,16931.0,28421.0,152.379,1045.3656988138234,16.196245982828408,2321.859572133845,20.896736149204607,2321.859572102004,4899.5824548756,30212.65167016905,3744.6366686996585,495.3948877345024,66.17393321797964
LSF,1,2,AW,H,10648.0,-5260.0,-1.938,779.5822773834849,-2.0,10648.0,15908.0,95.832,551.2479148307142,19.316172838984713,-5494.324045407637,-49.44891640866873,-5494.324045691142,-6312.222138965072,13757.991348403757,3701.3927234506323,1387.903841381783,-20.189584953384085
LSF,1,2,AW,H,9514.0,-7195.0,8.266,838.6170020911768,-2.0,9514.0,16709.0,85.62599999999999,592.9917689970042,16.044067552728652,1150.9799177353011,10.358819259617707,1150.979917721377,3087.4519146737803,14066.308929661605,1612.9052588950733,-185.5674259370769,-10.726421651061566
LSF,1,2,AW,H,14451.0,-14180.0,4.02,1277.454467067559,-1.0,14451.0,28631.0,130.059,903.2967163205182,15.99806546276908,3594.7761194029854,32.352985074626865,3594.776119313563,6688.6468375006325,29346.550267600243,233.24109600842806,-2058.4537304415744,-216.42542841998002
LSF,1,2,AW,H,11119.0,-7506.0,3.24,1094.2142367891142,-1.5,11119.0,18625.0,100.071,773.7263069044452,14.370714683962776,3431.79012345679,30.88611111111111,3431.7901233508705,6340.616087602139,16856.586095698563,2492.646974269098,303.83179736317334,190.3866499583729
LSF,1,2,AW,H,13724.0,-7855.0,7.916,1375.645854126691,0.0,13724.0,21579.0,123.516,972.7285119641432,14.108767072416088,1733.7038908539666,15.603335017685698,1733.703890832065,3982.5639751983717,21279.210542335175,4030.648648645539,1193.3665176778745,363.1078382508622
LSF,1,2,AW,H,9420.0,-6753.0,-18.764,961.8740643844552,0.0,9420.0,16173.0,84.77999999999999,680.147673573714,13.849933427698575,-502.0251545512684,-4.518226390961415,-502.0251545539438,744.0115764125906,13463.107227630324,1852.3786445296982,16.98487144632395,174.4263047051159
LSF,1,2,AW,H,8259.0,-6328.0,-3.322,753.6453416016288,-0.5,8259.0,14587.0,74.33099999999999,532.9077316561638,15.4979924467089,-2486.1529199277543,-22.375376279349787,-2486.1529200025934,-2083.9358483850756,11227.177013747703,1351.6876282818457,-222.99640524200856,13.532409035433467
LSF,1,3,AW,H,11452.0,-10880.0,25.454,1074.9453860778697,2.0,11452.0,22332.0,103.068,760.1011719008529,15.066415397519991,449.9096409208769,4.049186768287892,449.90964091910934,2162.465491792908,21131.393514459935,435.04753345923797,-1455.7738467500492,-75.95704554013403
LSF,1,3,AW,H,5483.0,-3939.0,2.362,486.6463112163092,-0.5,5483.0,9422.0,49.346999999999994,344.1109067004712,15.93381637499981,2321.337849280271,20.892040643522435,2321.337849181992,4648.395914537861,4248.970233032693,1076.9025091951344,-35.956264982095036,3.572841252044853
LSF,1,3,AW,H,1905.0,-2889.0,-2.298,301.46261561465036,0.0,2889.0,4794.0,26.001,213.16625977535284,13.552801475452064,-1257.1801566579634,-11.31462140992167,-1257.180156712671,-473.42669675660613,-1943.4701758242354,-692.8092512077936,-59.78044210775082,71.4006545533838
LSF,1,3,AW,H,4208.0,-12506.0,-20.528,666.6746909122963,1.0,12506.0,16714.0,112.554,471.4101947895303,26.528912904786736,-609.2166796570539,-5.482950116913484,-609.2166796600216,603.8167707950506,15349.349891442183,-6045.221202183568,2070.1267248798677,-84.97973109669346
LSF,1,3,AW,H,4965.0,-6146.0,1.24,514.2891297879395,-1.0,6146.0,11111.0,55.31399999999999,363.65733116358047,16.900525503871677,4956.451612903225,44.608064516129026,4956.451612503512,8393.835517839869,6361.268619717903,-838.3199708741599,-435.3494362485849,-52.355638640438656
LSF,1,3,AW,H,2231.0,-8304.0,-11.352,498.5165851477106,-0.5,8304.0,10535.0,74.73599999999999,352.50445789190707,23.557148892983253,-731.5010570824525,-6.5835095137420705,-731.5010570888962,349.69435828833537,6716.111744353242,-4419.183948803178,1604.8709745316523,49.74340760291486
LSF,1,3,AW,H,12670.0,-24915.0,-2.534,1565.5980094194665,1.5,24915.0,37585.0,224.235,1107.044969072665,22.505860824127563,-9832.28097868982,-88.49052880820837,-9832.280979077834,-12169.897222866046,43900.45991636247,-8904.504739269527,2165.4639672242442,-200.6036751395495
LSF,1,3,AW,H,5785.0,-10356.0,-0.18,762.1712258771714,-1.5,10356.0,16141.0,93.204,538.9364422430117,19.215623936839624,-57533.333333333336,-517.8,-57533.333365296305,-79909.42000143963,14576.516279727679,-3243.2620821923806,582.9378185600618,-8.173055891101432
LSF,1,3,AW,H,3866.0,-7097.0,-5.256,610.9192574655709,0.0,7097.0,10963.0,63.873,431.9851497113555,16.428805491906573,-1350.2663622526636,-12.152397260273972,-1350.2663622783537,-523.916059643673,6691.784527418686,-2332.660459593859,407.37724262813845,110.29392358447666
LSF,1,3,AW,H,8168.0,-13274.0,4.884,772.8346973855184,-1.0,13274.0,21442.0,119.466,546.4766552575534,24.290150132294286,2717.8542178542175,24.46068796068796,2717.8542177985696,5364.089860765654,20870.960487858505,-3704.5835797491586,427.5402636001987,-302.1246785814841
PUF,0,1,AW,H,66.0,-251.0,-3.708,18.937687504445524,-3.0,251.0,317.0,2.259,13.390967254385176,18.743978327465804,-67.69147788565265,-0.6092233009708737,-67.69147788747819,1150.9790742296318,-8051.9714612814605,-114.77142288935204,-55.78977831354364,-12.762322997194532
PUF,0,1,AW,H,360.0,-991.0,-4.828,74.6383559865083,-2.5,991.0,1351.0,8.918999999999999,52.77728765467556,18.7770164788339,-205.2609776304888,-1.847348798674399,-205.26097763474027,970.1327967006464,-6588.009044262578,-440.3009852088288,50.64548714567738,-0.3383370116929001
PUF,0,1,AW,H,1538.0,-2278.0,-6.794,203.10648451515328,-2.0,2278.0,3816.0,20.502,143.6179725036254,15.861524573064807,-335.2958492787754,-3.0176626435089786,-335.2958492837106,817.5547927930274,-3303.5494011238216,-516.9394314209553,-85.27250705681678,7.121733948324284
PUF,0,1,AW,H,626.0,-1072.0,-5.738,86.22507107427356,-4.0,1072.0,1698.0,9.648,60.970332464910854,17.58232170731476,-186.8246775880097,-1.6814220982920876,-186.82467759126567,1000.3277174132756,-6169.044911773119,-304.32551601496266,-49.98849781142895,-10.7657020199486
PUF,0,1,AW,H,4540.0,-4820.0,-6.374,382.4934674334432,-5.0,4820.0,9360.0,43.379999999999995,270.4637245817436,17.82124389307235,-756.1970505177283,-6.805773454659554,-756.197050529592,291.716064409006,3929.567173171292,-173.67186212590244,-673.0082884166612,-122.65612286807026
PUF,0,1,AW,H,971.0,-1273.0,-8.768,150.05636274413692,-6.0,1273.0,2244.0,11.457,106.1058716565676,11.99745103758549,-145.18704379562044,-1.3066833941605838,-145.1870437972763,1065.92333358621,-5476.283166017402,-197.58636497260926,-150.75954209840418,31.2251137380644
PUF,0,1,AW,H,495.0,-702.0,-8.886,63.49570389267018,-7.0,702.0,1197.0,6.318,44.89824279872014,15.635355778779187,-79.00067521944632,-0.7110060769750169,-79.00067522033537,1146.1406061975272,-6883.563198130395,-129.80279015850553,-111.157736321888,-11.93069983094444
PUF,0,1,AW,H,1543.0,-2350.0,-9.806,171.23972217011388,-6.0,2350.0,3893.0,21.15,121.08476875498788,19.40789105155883,-239.64919437079345,-2.1568427493371405,-239.64919437323732,953.8699728261264,-3190.731727245975,-566.6128713831123,-61.5490816845725,-35.37327390154104
PUF,0,1,AW,H,845.0,-981.0,-11.276,102.0614761495622,-7.0,981.0,1826.0,8.828999999999999,72.16836188326452,13.593214178628722,-86.99893579283435,-0.782990422135509,-86.99893579360588,1142.682953872642,-6066.471761283182,-76.85422527161106,-186.53673119845178,-4.680531157540624
PUF,0,1,AW,H,525.0,-1105.0,-14.578,92.42751542270533,-7.5,1105.0,1630.0,9.945,65.35612292361913,16.90736767374343,-75.79914940321032,-0.6821923446288928,-75.79914940373028,1156.6708648291326,-6231.483296402761,-402.6843093432494,9.19510885581586,3.4573205863519227
SC,0,1,AD,H,1755.0,-710.0,4.464,131.724345929753,0.0,1755.0,2465.0,15.794999999999998,93.14317825429094,18.841959581931597,393.14516129032256,3.5383064516129026,393.1451612815155,1832.332349352776,-5031.6645336284055,731.9732624361818,226.7897099930043,-5.2879745952602395
SC,0,1,AD,H,708.0,-731.0,-2.354,88.26020854737232,0.0,731.0,1439.0,6.579,62.40939197278584,11.712980641099,-310.53525913338996,-2.7948173322005094,-310.5352591465818,821.5138647261358,-6598.845415684691,5.895730634546519,-204.72609577918547,0.1594475924214258
SC,0,1,AD,H,693.0,-691.0,0.806,86.85339018583873,0.0,693.0,1384.0,6.236999999999999,61.4146211694477,11.28395790455109,859.8014888337468,7.738213399503721,859.8014887270717,2475.8553789730454,-6691.769300223516,22.680086979107177,-209.20272652538114,1.5904840843096935
SC,0,1,AD,H,1953.0,-1343.0,0.144,158.86863047025673,0.0,1953.0,3296.0,17.576999999999998,112.3370859233383,17.385175910053224,13562.500000000002,122.0625,13562.499990581597,20465.483088625067,-4205.5388639638495,421.9791545894834,-47.85486150388474,-23.135626172208614
SC,0,1,AD,H,1915.0,-3404.0,-8.612,231.21874853772283,-1.0,3404.0,5319.0,30.636,163.49634502849094,20.820037288337044,-395.2624245239201,-3.557361820715281,-395.26242452850977,752.7888682006253,-1158.9257709508347,-1064.898660511934,113.51084895187142,-37.66203281871711
SC,0,1,AD,H,1442.0,-737.0,-0.196,101.96844959803424,0.0,1442.0,2179.0,12.978,72.1025821778487,19.999283748855948,-7357.142857142857,-66.21428571428571,-7357.142860896502,-9132.465270442162,-5379.215868089995,509.9958095859063,80.9154139791521,-26.875488780193216
SC,0,1,AD,H,1289.0,-707.0,0.99,101.33376022789172,0.0,1289.0,1996.0,11.601,71.65378902027389,17.98927897079228,1302.020202020202,11.718181818181815,1302.0202018886848,3110.4903299314783,-5764.31479956094,416.12012016313537,33.059038781709205,-15.61070875061505
SC,0,1,AD,H,761.0,-299.0,3.674,77.30386470932743,1.0,761.0,1060.0,6.848999999999999,54.66208694789286,13.921898019104727,207.13119216113228,1.8641807294501904,207.13119215549452,1549.9844737068468,-7011.766059134232,335.2014680044889,41.023551111214374,11.84823040256315
SC,0,1,AD,H,1186.0,-1120.0,-1.2,103.74877163239312,1.0,1186.0,2306.0,10.674,73.3614599610397,16.166526683490932,-988.3333333333334,-8.895,-988.3333334156944,-125.92278275373656,-5435.469098503267,69.01613545118012,-243.37988087237957,-34.467843760709385
SC,0,1,AD,H,1136.0,-613.0,3.208,95.2611889714195,-1.0,1136.0,1749.0,10.223999999999998,67.35983270558388,16.86464996083385,354.11471321695757,3.187032418952618,354.1147132059191,1766.7088080607443,-6090.475905529064,377.01998073549356,21.670495808834488,-8.275841981481001
FOB,0,2,0,H,153.0,-2556.0,-6.666,119.6725259654106,0.0,2556.0,2709.0,23.004,84.62125463186503,30.205177305862247,-383.43834383438343,-3.4509450945094504,-383.4383438401356,737.8168842227317,-4414.963754216013,-1738.0714908948555,676.6870317721716,2.5340159534810986
FOB,0,2,0,H,2510.0,-149.0,6.246,117.1765598417734,0.5,2510.0,2659.0,22.59,82.85634006022926,30.293396958825976,401.8571886007044,3.61671469740634,401.8571885942706,1850.5665373215625,-4492.72410097977,1624.562440868158,863.1048714110091,-28.941686948878182
FOB,0,2,0,H,668.0,-509.0,0.526,48.70965597466626,-1.0,668.0,1177.0,6.012,34.44292804895034,19.39440221373274,1269.9619771863115,11.429657794676803,1269.961976944874,3053.681606015126,-6938.649364244422,128.0292528527703,-115.08395169160772,-31.598304072824284
FOB,0,2,0,H,859.0,-1178.0,-1.926,79.12171013083612,0.0,1178.0,2037.0,10.602,55.94749777259057,21.05545461189719,-611.6303219106958,-5.5046728971962615,-611.6303219424523,403.6736572993382,-5743.3364018605735,-210.61233771386313,-125.313530419189,-42.675552689725436
FOB,0,2,0,H,286.0,-119.0,1.026,20.459484475666045,0.0,286.0,405.0,2.574,14.467040212324354,19.769074793637397,278.7524366471735,2.508771929824561,278.75243662000463,1642.2026378513522,-7943.719232950717,133.8322882491815,-55.274729394688315,-18.799957160755493
FOB,0,2,0,H,1020.0,-846.0,0.626,64.47144529570463,1.0,1020.0,1866.0,9.18,45.58819616149027,22.37421275425731,1629.3929712460065,14.664536741214055,1629.39297098572,3570.7220979347794,-6030.271619141869,138.35977659735076,-157.00733658369785,-54.59676359377039
